"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"0b7a3f5884ebe8a1cab151ffd1086c2e",11.8357376670189,-2.90725086712086,0.677531696732736,-4.29094444015019,1.77914828142237e-05,9.39507293679092e-05,"k__Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","Conocybe_crispa"
"24b2d69cab5bd0ce2195fe0c70a28ee2",94.0845943524388,-2.4662427369082,0.771867916492772,-3.19516161277225,0.00139752559062881,0.00474775817090335,"k__Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"8cc60bee1a06ffc5530d378186fcc302",121.808148547975,2.22311913137479,0.535247237332284,4.15344344877891,3.27509179061674e-05,0.00016575974776999,"k__Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Ascotricha","Ascotricha_guamensis"
"54e008ba5581f0e9a35ece22f8707ca7",183.486967245649,2.96199383596153,0.921934912028119,3.2128014649598,0.00131447118597612,0.00452762297391774,"k__Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Spiromyces","Spiromyces_sp"
"bd61acfd9bd8f40d96d7f3b28182e91b",65.0448955357512,-4.28869091181197,0.490674911663023,-8.7403916725159,2.32303632121651e-18,8.23018582373849e-17,"k__Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae",NA,NA
"5f884bb85eb486126c06571537f25b6c",122.372141890714,1.36606513616729,0.404954498628766,3.37337933222865,0.000742515833170701,0.0029700633326828,"k__Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Staphylotrichum","Staphylotrichum_coccosporum"
"d13a6624fc7308e9b9d88108e9a0b677",59.2776039999995,-6.17563827733067,0.925625403811686,-6.67185478261471,2.52590450222425e-11,3.91515197844758e-10,"k__Fungi","Basidiomycota","Agaricomycetes","Trechisporales","unidentified","unidentified","Trechisporales_sp"
"821ec963791f70f6a94c4e4fdc6715f5",77.3300562054861,-6.4470961891866,0.92955881681181,-6.93565170120034,4.04352720559264e-12,6.6852983132465e-11,"k__Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"abd4b34ced13fce4ac0dd07711a2b1ea",98.7400222274227,-6.19013746076873,0.836199914322555,-7.40270042455535,1.33442566241244e-13,2.75781303565239e-12,"k__Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Entoloma_byssisedum"
"73cb7ba2462a67b9c9789db6b9328bc1",241.819113118795,-5.51946949237201,0.911150247905555,-6.0576941125347,1.38086660306517e-09,1.42689548983401e-08,"k__Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilus","Clitopilus_hobsonii"
"e36f1c9130c817be013e0b221d802859",169.379464891707,-5.70212738420642,0.570738620684698,-9.99078593519,1.67250350070481e-23,4.14780868174793e-21,"k__Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Spegazzinia","Spegazzinia_sp"
"8191cb5e9e70169b354cb3e1faa14fcc",73.0106543477292,-3.38198822878559,0.676276619328418,-5.00089479974054,5.70648454607046e-07,4.28850959825902e-06,"k__Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","unidentified","Spizellomycetaceae_sp"
"1ebea79d42580874b20c471d04033dfb",2.46661891029528,1.88771884428717,0.68259706957965,2.76549508987731,0.00568364607132299,0.0156559355316357,"k__Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus","Thanatephorus_cucumeris"
"12691c89f80cfe005bdc8e857a468a96",149.674940272114,-2.65840251371082,0.581043079761327,-4.57522446494466,4.75709671791567e-06,2.87746338059289e-05,"k__Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"aa49ff5f970d5624ace3a602ddb71fa9",4.64088745114573,2.03971620077429,0.701692847604641,2.90685049411184,0.00365087642371507,0.0109086428082089,"k__Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA
"414e4ee302c12c293c05fbfa76a79fea",207.706363444166,-2.8605032871531,0.431497635986776,-6.62924440040445,3.37409533789033e-11,4.92220966939295e-10,"k__Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",NA
"6acebf14bfbfde6fede4f5f68a453a02",169.36792628993,1.33631016830808,0.559597452911706,2.38798472250895,0.016941046002798,0.0392652281186346,"k__Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","Curvularia_xishuangbannaensis"
"2e7a17a2c34be3029f3c00c7a6c06862",131.037345038849,1.74754496688122,0.671359318216012,2.60299502734978,0.00924132940766666,0.0233862213581769,"k__Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_polyphialidicum"
"03936c13d877e39c4e78d6d8ba596958",175.110720731632,4.16069979594744,0.573776410105423,7.2514305619204,4.12392434461356e-13,7.86717874972433e-12,"k__Fungi","Ascomycota","Eurotiomycetes","Onygenales","Spiromastigoidaceae","Spiromastigoides","Spiromastigoides_asexualis"
